name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor,viewing_angle,misc
Samsung 32T4450 32-inch HD Ready Smart LED TV,"₹19,490",46,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
TCL 55C725 55-inch Ultra HD 4K Smart QLED TV,"₹40,990",76,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sansui JSW32ASHD 32 inch HD Ready Smart LED TV,"₹11,990",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 5 55-inch Ultra HD 4K Smart QLED TV,"₹30,990",68,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,4 Speakers,"Amlogic T972  Processor, 3 GB RAM, 32 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Lloyd 55QX900D 55 inch Ultra HD 4K Smart QLED TV,"₹52,990",82,"55 in, QLED TV",3840 x 21600 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","64-bit Cortex-A55
 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia A80K 55 inch Ultra HD 4K Smart OLED TV (XR-55A80K),"₹1,59,990",80,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"Actuator x 3, Subwoofer x 2 Speakers, 30 w Output",16 GB Storage,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Xiaomi X Series 43 inch 4K Ultra HD Smart LED TV,"₹27,999",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Quad Core A55 CPU
 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Smart TV 5A Pro 32 inch HD Ready Smart LED TV,"₹16,999",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Cortex A55 64-bit Quad Core Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG UQ80 65UQ8050PSB 65 inch Ultra HD 4K LED Smart TV,"₹84,990",74,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG UQ80 75 inch Ultra HD 4K LED Smart TV (75UQ8050PSB),"₹1,89,990",79,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Infinix 32Y1 32 inch HD Ready Smart LED TV,"₹8,999",47,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor Processor, 4 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 43UQ7500PSF 43-inch Ultra HD 4K Smart LED TV,"₹30,990",63,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output","Gen5 AI Processor 4K Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Sony Bravia KD-65X75K 65 Inch Ultra HD 4K Smart LED Google TV,"₹85,490",72,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","‎X1 4K Processor
 Processor",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 32LQ636BPSA 32 Inch HD Ready Smart LED TV,"₹19,490",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",Supports Apps & Games
Realme Smart TV X 40 inch Full HD Smart LED TV,"₹19,999",57,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","MediaTek Quad Core 6883 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
BPL 32H-A4301 32 inch HD Ready Smart LED TV,"₹11,585",43,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 6 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",60 Hz
Realme TV 50-inch Ultra HD 4K Smart LED TV,"₹28,999",73,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","A53  Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung S95C 77 inch Ultra HD 4K Smart OLED TV,"₹3,59,999",85,"77 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,8 Speakers,Ultra Slim,"3 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
Xiaomi Redmi X86 86 inch Ultra HD 4K Smart LED TV,"₹54,990",76,"86 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","A55 processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung T5450 43 inch Full HD Smart LED TV (UA43T5450AKXXL),"₹29,200",48,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",Screen Mirroring / Miracast Support
LG G2 OLED65G2PSA 65 inch Ultra HD 4K OLED Smart TV,"₹2,54,990",84,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support,120 Hz
Acer AR55AR2851UDPRO 55 inch Ultra HD 4K Smart LED TV,"₹35,999",76,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Vu GloLED 65 inch Ultra HD 4K Smart LED TV (65GloLED),"₹50,999",78,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"5 Speakers, 104 w Output","Glo AI Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG C2 42 inch Ultra HD 4K OLED Smart TV (OLED42C2PSA),"₹85,790",77,"42 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
LG UQ80 50UQ8050PSB 50 inch Ultra HD 4K LED Smart TV,"₹49,990",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Supports Apps & Games
Toshiba 55M550LP 55 inch Ultra HD 4K Smart LED TV,"₹42,990",72,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 49 w Output","MT9612IAATNC / 4 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 55UQ9000PSD 55 Inch Ultra HD 4K Smart LED TV,"₹55,950",66,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Toshiba 43C350LP 43 inch Ultra HD 4K Smart LED TV,"₹24,990",61,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output",REGZA Engine 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Acer AR50AR2851UDFL I Series 50-inch Ultra HD 4K Smart LED TV,"₹27,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","64bit Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports"
Vu The Masterpiece Glo Series 55QMP 55 inch Ultra HD 4K Smart QLED TV,"₹59,990",78,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.1 Speakers, 100 w Output","3 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Xiaomi Redmi L32M6-RA 32-inch HD Ready Smart LED TV,"₹13,999",50,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad core A35 CPU Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG 43UP7550PTZ 43-inch Ultra HD 4K Smart LED TV,"₹39,422",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
OnePlus 32Y1 32-inch HD Ready Smart LED TV,"₹14,999",46,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
Vu Premium 43PM 43-inch Ultra HD 4K Smart LED TV,"₹24,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 32LM560BPTC 32-inch HD Ready LED Smart TV,"₹18,500",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 4 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
BeethoSOL ATVBG24HDEK 24 inch HD Ready TV,"₹4,999",34,"24 in, LED TV",1366 x 768 pixels,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:9 Ratio",,
Xiaomi Redmi X Pro 75 inch Ultra HD 4K Gaming TV,"₹49,990",75,"75 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,2 Speakers,"A73 chip
 Processor, 3 GB RAM, 32 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG G2 55 inch Ultra HD 4K OLED Smart TV (OLED55G2PSA),"₹1,29,990",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",AMD FreeSync Processor,"Ultra Slim, 178 ° Viewing Angle",3 USB Ports
LG 32LQ570BPSA 32-inch HD Ready Smart LED TV,"₹15,890",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Samsung Crystal 4K Neo 55 inch Ultra HD 4K Smart LED TV (UA55AUE65AKXXL),"₹47,990",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Crystal Processor 4K Processor, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Samsung QA55Q60BAKLXL 55 inch Ultra HD 4K Smart QLED TV,"₹74,200",75,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Haier LE43K7GA 43 Inch Full HD Smart LED TV,"₹28,050",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Haier LE32K7700GA 32 Inch HD Ready Smart LED TV,"₹19,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
OnePlus Y1S Edge 32 inch HD Ready Smart LED TV,"₹16,499",53,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
TCL 32S5200 32-inch HD Ready Smart LED TV,"₹11,990",50,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 10 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Xiaomi Mi TV 5X 50-inch Ultra HD 4K Smart LED TV,"₹40,999",74,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Cortex A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 5X 55-inch Ultra HD 4K Smart LED TV,"₹46,999",75,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","Quad Core Cortex A55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Realme TV 43-inch Ultra HD 4K Smart LED TV,"₹27,999",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 24 w Output","A53  Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Foxsky 43FS 43-inch Full HD Smart LED TV,"₹14,999",55,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","Dual Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Sansui JSW43ASUHD 43 inch Ultra HD 4K Smart LED TV,"₹24,999",68,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","CA53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Vu 55UT 55-inch Ultra HD 4K Smart LED TV,"₹29,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,30 w Output,"Quad Core Processor, 2 GB RAM",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Xiaomi Mi TV 4X 43-inch Ultra HD 4K Smart LED TV,"₹24,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Cortex A-53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
OnePlus Q1 55-inch Ultra HD 4K Smart QLED TV,"₹62,899",79,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"8 Speakers, 50 w Output","ARM Cortex-A53 Processor, 3 GB RAM, 8 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports"
Haier LE43K7700UGA 43 inch Ultra HD 4K Smart LED TV,"₹32,990",68,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Ethernet,Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage",176 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Samsung T4360 32 inch HD Ready Smart LED TV,"₹16,490",40,"32 in, LED TV",1366 x 728 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output","2 HDMI Ports, 1 USB Ports",60 Hz,
Onida 32HIF3 32 inch HD Ready Smart LED TV,"₹12,990",52,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2.0 GHz Quad core processor Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
HiSense U7H 65 inch Ultra HD 4K Smart QLED TV (65U7H),"₹64,990",77,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","3 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Sony Bravia X85K 55 inch Ultra HD 4K Smart LED TV (KD-55X85K),"₹85,490",51,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Ethernet,"2 Speakers, 10 w Output","4K HDR Processor X1 Processor, 16 GB Storage",178 ° Viewing Angle,3D TV: No,"40 Hz, 1.778:1, 16:9 Ratio"
iFFALCON U62 50 inch Ultra HD 4K Smart LED TV (iFF50U62),"₹28,999",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Acer AR32AR2841HDSB  S Series 32 inch HD Ready Smart LED TV,"₹12,499",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
LG C2 65-inch Ultra HD 4K OLED Smart TV (OLED65C2PSC),"₹1,89,999",76,"65 in, OLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,40 w Output,"4 HDMI Ports, 3 USB Ports",120 Hz,
Lloyd 43US850D 43 inch Ultra HD 4K Smart LED TV,"₹33,990",64,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Infinix Zero 55 inch Ultra HD 4K Smart QLED TV,"₹39,999",77,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 36 w Output","MediaTek CA-55 Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
iFFALCON 32F53 32 inch HD Ready Smart LED TV,"₹9,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","CA55  Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Vu 55QML 55 inch Ultra HD 4K Smart QLED TV,"₹40,999",71,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output","Quad Core Processor Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Sony Bravia XR-55X90K 55 inch Ultra HD 4K Smart Full Array LED TV,"₹1,03,490",77,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Supports Apps & Games
TCL 32S615 32 inch HD Ready Smart LED TV,"₹10,990",42,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle,2 HDMI Ports,Screen Mirroring / Miracast Support
Panasonic TH-43LX750DX 43-Inch Ultra HD 4K Smart LED TV,"₹41,440",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 32LQ576BPSA 32-inch HD Ready Smart LED TV,"₹15,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Sony KD-65X74K 65 inch Ultra HD 4K Smart LED TV,"₹75,990",73,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","4K Processor X1 Processor, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony KD-43X74K 43 inch Ultra HD 4K Smart LED TV,"₹42,990",67,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","4K Processor X1 Processor, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung UA65BU8000KLXL 65 inch Ultra HD 4K Smart LED TV,"₹88,490",79,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Vu Premium  32UA 32 inch HD Ready Smart LED TV,"₹11,999",45,"31.5 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",A53 Processor Processor,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung UA32T4450AKXXL 32 inch HD Ready Smart LED TV,"₹18,420",43,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",Screen Mirroring / Miracast Support
TCL 43S5200 43 inch Full HD Smart LED TV,"₹20,990",56,"43 in, LED TV","Full HD, 1980 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 16 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports"
Sony Bravia  XR-55A80J 55-inch Ultra HD 4K Smart OLED TV,"₹1,19,990",80,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 30 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No
Samsung Crystal 43AU7500 43-inch Ultra HD 4K Smart LED TV,"₹33,490",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
Samsung Crystal 50AU7700 50-inch Ultra HD 4K Smart LED TV,"₹45,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",3D TV: No
Foxsky 32FSELS Pro 32-inch Full HD Smart LED TV,"₹7,499",46,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
Xiaomi Mi 4A Horizon Edition 32-inch HD Ready Smart LED TV,"₹11,999",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
LG 32LM563BPTC 32-inch HD Ready LED Smart TV,"₹13,990",44,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No
Haier LE55K6600HQGA 55-inch Ultra HD 4K Smart LED TV,"₹34,990",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",3D TV: No
Xiaomi Mi TV Pro E32S 32-inch Full HD Smart LED TV,"₹10,999",52,"32 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
